Literal_1,Literal_2,Literal_3
-16129,-13281,-3005
-1962,8839,-12926
-13313,8422,8289
-5273,-15065,-2149
13615,-2400,-9306
11481,9307,-11573
-16215,6160,1146
-3142,-14148,4432
784,5231,-12808
12783,2615,4817
12349,9242,6267
-16200,-8308,12951
14503,-7266,-3292
-5405,2488,-7195
16248,5773,3217
16059,13081,-3307
7902,-1239,-6845
-5487,-14451,-4919
894,10792,5385
5203,-8537,-2755
4636,10563,4249
12106,-16121,2337
2897,-468,-12823
-9742,-3530,284
-5356,-8878,-4653
13654,3007,11500
-8495,-12536,15471
-8951,12541,-7242
-905,-1886,-16262
10243,5689,-2090
-12994,10643,-15536
-10897,-7997,11887
4648,-12890,12029
-11203,-11734,-9135
-4430,-809,838
-8466,-5941,5770
2053,-15532,10253
10136,1108,1452
-1996,-12972,1749
11577,6557,-3192
16311,-6306,4540
7143,12063,-9703
-3968,9052,-6550
-2095,-13737,15455
1482,13186,-2115
-14350,8565,4280
-3395,2778,-13766
-7834,6139,-3131
-2330,9570,10113
-2361,-14228,-10096
-9152,-7161,9001
5842,-2650,8455
-1838,-15294,5073
-14518,-10492,8361
-1543,-11596,158
2029,-4399,-4885
-1169,-5177,2207
-9110,-12215,-319
7586,11885,-7771
12602,-6303,-5846
-10948,1342,-5855
8055,6634,6856
-8386,6381,5600
-5090,-7917,8768
-11928,-5747,3261
4701,9948,-7480
-5074,8330,-12855
-15072,13836,4219
3191,-10113,-2124
-8958,5056,14807
-12427,4983,723
-11026,15100,-2318
1850,-9058,-14585
12236,12271,-5958
16175,-4315,9692
-13350,14379,-13958
8512,9123,-6841
-7792,-13212,4281
-12415,14497,11020
-6033,3664,2600
7699,-8038,10497
4769,9547,8714
5125,12831,1223
7651,-15768,6633
38,13873,-16133
-12605,12501,-10599
-8321,1095,10609
511,8969,10235
10996,3008,9836
13870,2612,14082
-6892,6628,-5946
-16087,-5705,-11542
6527,8632,7294
-10101,-15644,6347
11086,14594,-2067
-14883,3444,-9171
5787,2548,-364
-4735,-15904,3306
-4390,-6759,1736
11784,12202,-8031
13369,-3942,-14764
4135,4793,-7679
6363,2877,-972
-978,-7130,-13105
13027,10935,-15544
-3188,767,-11799
-12850,2573,11553
-6740,-10770,-11962
9549,-1116,-13465
-6717,-11580,11349
-4725,1397,1851
15366,3661,8046
-3944,7901,-12105
-1498,-1272,-12463
-8561,-12877,2960
4433,-7022,14582
3522,2762,3547
4438,4461,-9837
-7551,5690,-8175
8699,-9314,-2648
5682,-6580,-752
5454,-5616,-10815
-3585,901,-8963
-8616,-11864,-4018
12540,1777,14719
2661,7364,-2062
-8248,5381,15062
-4137,-15406,-16383
595,-10457,1625
-11594,-6751,-8734
7361,6180,-15058
14898,-787,5666
283,-14209,11076
9673,14963,1576
-7593,137,1465
-10972,1002,4680
15691,9772,-11056
3958,10527,-3391
-646,9791,-2416
5462,-2451,-3346
-15957,5826,3582
-9835,-5557,-10973
15045,-6766,-10766
-6416,9823,7564
-9335,-5547,6491
11701,-724,-9869
-15260,11836,-2422
-14436,10751,12375
-10878,10469,14095
10319,15101,1177
3099,2335,-13178
7164,-14719,-8917
-11746,-838,1732
-2560,-8775,3544
-121,-10239,-16318
10917,10550,-13610
4040,5844,7390
15185,-13996,15066
-8868,10788,-1324
12845,13923,9522
-6294,16300,-9545
1960,5734,-11098
8286,-13101,-2768
-9583,4606,11062
-5939,2499,6561
10207,2513,-11969
4434,-14191,-9267
5083,-4584,-16003
4299,9246,-14068
2939,-113,15634
-15762,1980,-16134
-3555,15040,-14838
15400,-2557,3758
-14649,4735,-4463
7244,-11569,14709
11900,-13354,4431
6100,-6897,12129
-3420,11853,-7539
6717,3231,3194
8664,-14003,2672
-13584,-7944,2878
7565,-314,-7342
7945,1849,11438
15758,-4276,4052
-7618,-14434,-4811
647,-15201,-15709
8978,-14522,-11041
3874,-13783,13484
-11540,15181,5584
-41,-8703,10378
-10779,-13839,-7088
14326,-8664,10736
-9177,-3480,-4486
-2681,-1128,14461
-14151,-806,-11339
-13888,8126,-6260
-4444,8275,-6320
-32,-13998,-161
-3033,8673,-3845
5371,4259,15529
857,8594,-10391
15449,-3846,14516
450,-2975,-1252
2888,-4812,-9630
-11569,4275,-10419
-13461,5016,8455
-942,-16126,3911
5483,13760,-11036
-10409,3632,-8819
-9124,1486,-12523
-13230,9343,8064
-7082,-947,11908
15048,-1061,-8708
4427,-15380,100
-15008,-10110,-11606
11446,-7931,7263
4665,-8526,8659
-5037,-5502,-1274
14020,-4706,6969
644,1983,5960
-6182,-1967,2790
-1167,-4336,763
2271,-10326,-11222
-13675,15585,1695
15935,-9993,10189
14996,-13668,-13261
1650,14417,-10086
1991,-10553,13568
-8123,-4184,-12046
-11298,516,6189
1575,-295,-7100
5382,-5991,3431
-10477,4610,1629
2131,-10988,-2485
-6307,-11814,-9963
16317,-15485,6680
10539,5190,2918
14459,-3377,15023
-10910,-15787,7417
-823,-13567,13633
-453,-3094,-5377
13800,-12887,-11054
5855,-5452,-6707
12619,13005,2728
15592,-10407,8740
-3800,10498,11741
-2406,-4327,-10572
-11610,-11937,-3115
16182,-2491,8242
-8003,15989,-2770
12207,-5312,-1697
-2526,-15230,10132
-4602,14195,-14191
-10563,-1060,14204
4212,11936,-11311
314,-9351,-3204
-14778,-11949,10176
4676,-8086,9151
-1431,-7624,9918
5838,-3928,-7928
8080,6421,5303
15504,6893,3383
1561,6139,-16170
5954,-15358,-12264
7597,7285,9467
10768,-8661,-1455
-6325,-7947,5582
-8983,14265,-9670
-5443,-4808,4777
5850,15758,3135
10245,-5449,-3243
-836,3652,12673
-7747,-3482,1354
-16208,-5451,9893
-11477,10452,6442
-11316,-6535,15843
-1459,-6889,7083
11019,-3793,11195
-11476,3921,474
-7288,-11204,-2913
-8378,10496,13444
-12522,15103,-11579
4107,-11417,16007
5347,-10506,-6838
-13215,9983,11388
6151,4788,11942
7365,15859,10044
-11751,1733,-15894
10423,15631,8902
-4888,-5785,-2324
3309,-12115,7172
-4618,15623,-9401
1389,-16338,-12023
15681,-5544,-8088
232,15764,-12738
-14411,-13386,-6515
-4578,5913,-8649
14161,-6278,6596
14035,-9173,-6217
7362,-8625,913
-9118,-5739,10516
13959,-3590,15543
-1554,8944,-7128
5519,-4228,-5642
4445,-7082,4581
-7663,6414,5070
15306,14790,2477
-6880,16095,-6622
-7324,1257,233
1159,1427,10355
-2072,-12194,-3959
-9613,-10600,-8177
-15052,-10406,-7696
-2218,-7107,6953
-7144,-12052,3302
-3843,-13457,8200
6112,-10724,-3023
585,-9031,-11978
563,-1160,-12418
-7177,-5921,-15071
8503,-15608,2745
51,-13984,-6542
1723,-6096,2658
9101,-3657,9423
-6728,1859,13709
-12916,-3278,-10422
15436,15102,-16086
-6697,3257,-2057
-7879,-12737,6118
-4523,-1468,4651
182,-15062,-16314
14228,-14635,15772
-16222,-6979,-329
5893,2663,-11540
-14048,-5286,12947
10351,15803,-14505
6518,5038,-9930
7010,-6789,15575
-6503,-7617,8509
-4463,-9787,-729
12631,-6409,5195
-13529,1724,11760
-13085,-9318,-129
-11460,6302,3547
-11263,13014,-3292
5463,3031,-4400
-9557,-4728,-10806
5124,11951,11109
-3176,2758,-2565
-6476,-12268,-8963
-14432,-7081,6495
-10677,-8722,-11996
-8833,9373,5104
-13204,1669,13830
-3235,9468,-5892
-8287,13051,12903
-5635,10634,5005
-4938,-13380,-14606
-6686,-12822,10497
-14435,6592,2190
-4162,-2302,-184
-16164,7192,1772
13181,9753,4113
-2193,13635,12397
-1721,-14001,-7164
-14349,-4287,1819
-6195,1820,6886
11489,9565,-3121
-3411,-16375,1230
-9523,-14065,10684
-10016,9154,-8179
6395,9806,14516
-14645,6525,-806
10267,14135,-12819
-10374,-1786,5562
-7260,93,-15056
2953,-5402,-4662
-4779,12193,-10627
8344,7201,-14773
-7088,-2065,-15014
4867,-5903,-186
-16105,-13306,-14216
-92,9379,-13083
-3157,3308,933
7431,-13478,-6731
-15518,-1737,-13579
-13596,704,14028
-10170,-9752,2105
-989,7930,-8109
-5757,-13768,11926
7428,-8938,-4796
-15340,-6226,7488
-12242,3908,12930
2867,-12363,1402
-776,6453,-14460
15671,8346,-1748
-13452,-8935,12156
-10331,-1137,11927
10308,-8451,14193
-1107,7725,14678
10285,-16023,-11298
-2282,6078,-14647
2725,-10754,-4595
-13996,-2843,16299
1221,-9433,9166
-14009,-7463,-6944
10484,13763,-2921
14861,-10020,10606
9226,-3762,11060
1250,-3988,14083
8806,8315,-10140
9482,-6495,-14946
6947,-11660,10568
-9724,2277,-2315
8958,13265,-9239
1509,15840,12528
10924,-8558,-5950
-4680,-12169,1633
-777,15352,12253
-9373,-83,-8916
-189,-12293,-11243
-7170,4637,-11611
10997,-2803,-11553
14348,-6104,3410
-7802,-3559,11942
-8162,-2178,8870
-9280,-15087,3508
14205,11272,7267
-6310,5406,15110
1140,14405,4872
9397,-4351,-9711
10992,-11351,-13611
12486,16030,5560
-2917,11577,6127
14531,-11969,14881
-6204,-10446,-12308
-6500,12283,7593
-10938,-2003,14948
-14595,-14009,2286
-7276,-9936,-5212
-16133,2800,-14428
-15073,-13395,-15632
5691,-8964,-4957
-7429,11567,7832
-13559,-13993,7666
-2719,1319,8972
-4793,-5957,6992
-7596,-12263,-1146
-9986,-1131,13499
-15816,-13088,-11712
13597,11608,-16304
5790,13514,8415
1526,-1598,-6129
16265,9387,9861
14078,-8434,-5848
13832,14698,1793
-1037,-8994,1677
-1308,-4662,5951
9282,12159,5806
12836,-9628,15807
885,-6863,-15813
2393,-3563,11926
-10928,4209,-2569
-9881,-14840,-13339
2673,-1940,-5847
-5362,12956,6823
10731,3795,8583
15068,-8616,-12892
10394,3011,-9748
15606,9158,2783
-11302,-15534,6959
-2120,4767,4513
-7207,6138,-5467
-7795,-11919,-14789
12941,5834,-9592
-7933,3379,16028
3519,13321,-2529
9279,-8939,-12631
-11449,-11262,12397
-9330,8188,7312
-3182,346,7916
-12019,219,4420
10196,-13839,3697
-1764,2124,622
11820,11983,-9507
-12485,-12730,237
6241,1480,982
7362,-14519,-4207
10808,391,7691
-11558,4805,11836
-5207,2292,2638
-14654,14078,10323
-14901,-9125,9181
2001,-3443,7599
10163,352,14643
5928,-8133,7740
8021,-11552,-683
-1092,-15410,9999
-12932,11918,13081
-15252,13363,-7384
7349,2498,4781
-10730,-7087,15261
5300,15116,12758
10602,4865,5357
-1093,-802,14097
8588,-14400,8553
12385,11007,3050
-11618,917,-3884
1956,766,11499
11846,4670,-7048
9847,-16276,-3329
4009,15578,3257
-2128,303,-7623
12433,-9358,-15259
-3278,884,-15539
10576,3023,-325
-15196,577,-649
13927,13997,-9001
-3205,-12399,13236
-12284,7460,-13626
-4973,-11,9259
-727,15395,-9949
5816,4341,6600
-3476,-14864,14500
-7215,12641,-1512
-8496,7692,-9455
-3884,15475,1196
-2868,-10799,11192
4076,-8600,-13732
4212,7213,266
7418,-9501,-3482
12177,8388,1408
-15234,-10626,-6566
6665,-8098,13567
-14849,12906,5042
16018,-9848,-7394
-8563,4950,3478
-15929,8727,10003
8718,-5979,5499
-5014,16293,15233
4878,16282,-5517
72,9571,4577
-12196,-10442,-11844
-13192,11090,12676
7655,12279,-9460
12141,7708,9958
753,-332,4144
-15517,-1148,-9545
-13958,3860,-11608
3506,-14821,-773
4126,-3005,14437
3898,13742,-9439
-10216,-12123,-3375
-7001,-4579,7557
-1361,-10521,7579
-12161,-489,-9755
-10120,7246,-9630
16206,-13738,5134
-8864,-3171,2224
13493,-12026,51
-6768,7320,10159
11328,5053,-16114
-2724,9007,14878
1483,-4327,8596
15301,1838,-10753
-6139,-4089,4029
1258,-2244,15459
-9225,-12562,-4766
9446,8656,13317
9982,3256,-8052
-878,-14169,-8312
14607,5386,-6091
7262,10641,2287
4912,-3443,12787
-13140,-16194,7907
-13136,-8266,-15828
-704,3953,13186
-2254,13770,3977
1644,6857,-347
-7307,-5263,-345
7080,3288,9683
15138,-6275,-15393
-6599,-2555,9137
2240,771,14691
1681,-8826,-15227
5868,-6411,13297
7574,839,-7586
13357,8505,15633
5580,-3143,-9741
-11273,-8215,2364
8219,13203,5748
838,5285,568
-10039,10454,-14419
-15137,-14693,7095
14333,15750,-11086
-9750,8392,-5267
4676,-14123,15892
-266,-3742,7097
-1245,7169,-8806
-15940,152,-2979
13591,3847,14819
9509,268,4972
-4596,-15197,-5282
13045,-6805,14324
14335,-14300,5221
-1449,12960,-4834
15604,-14888,11834
10851,-8950,9907
456,-7013,11989
-10707,-25,-4809
13852,2156,-8982
-725,-9450,-5272
1312,12014,-13732
-10121,-7488,-4977
3197,-12837,14499
7796,2060,4379
1178,8421,9094
-5982,-8318,15101
-9723,13350,10090
2481,13387,-2303
-15399,375,5645
9024,-12132,9901
5838,5356,-1867
-12594,-8311,-3517
1907,12471,-15423
4261,8442,-5822
7418,534,4755
12648,3896,-6443
-14876,-10537,-9768
-12460,-13645,7692
-7690,-12093,998
14054,-315,1397
3629,11081,-1892
16159,6451,-2380
-10156,-1948,9854
5721,5965,-7715
-9035,-7449,-4209
-6720,3696,13911
-5135,10986,10068
-9798,3325,-13494
13685,5680,14868
2989,7356,13589
4569,10307,12100
6119,10083,-13052
4456,-2336,6369
-8450,-15176,-3710
-14160,2732,-10894
13756,2548,16079
-6269,-12988,1982
-6600,-15990,-5744
-15791,10573,-10076
8155,-13134,-9033
1784,-11443,-2647
8943,3529,-15168
-3554,1539,-3655
9182,1859,-15456
8681,11291,-8221
-3893,11312,12443
11598,-15023,-15536
9331,-13773,-13691
3598,2023,-4448
-10529,9703,11271
-6021,13864,8542
6616,-5678,-11587
12862,-11649,7170
-15374,-12712,-9950
14468,-16105,-15904
5043,4235,-1352
6604,11936,-4968
15134,-6189,1598
-626,-2829,-14835
6890,-2738,-1764
1768,10902,4581
-7002,694,-1480
-14479,5088,-7044
-13105,14882,6507
4110,16126,12880
-9279,1236,-5509
-10986,-13538,13726
-2198,16177,13116
-15921,13725,-2055
-10493,4013,-14425
883,1522,-10069
-10523,-5423,12206
5461,12927,-676
-7229,-9048,-9498
-4245,-2297,5113
-8896,-1383,842
8326,-7157,-6409
10345,-8376,-12872
10304,-1419,9238
-10948,15565,-5558
-8601,-3526,13049
8350,339,-12961
3229,-14332,14202
-2789,12719,7153
968,-13193,12867
-8155,5583,12534
-15284,7529,10633
-8143,10231,1738
13598,-3940,10890
7202,9528,-13370
-7945,-2613,-1115
9482,4097,-12927
-2903,-15229,14221
-8960,-8572,8656
12799,-10471,-4868
-14417,-10745,3821
15,-15892,-5907
14746,10297,5578
-9712,6937,-6059
-7449,12834,-13874
-2426,13921,15
5436,-1350,9820
-5169,-14566,-10198
2686,-10919,6656
7603,-13348,11904
14713,4544,-11890
1070,7005,-1837
5311,-13927,-890
-95,-3016,-4524
10082,-3530,14795
14273,4414,-5426
-5535,11404,14164
10558,2195,9072
-14283,7511,9678
3224,-3651,-3689
-2089,12735,-16097
12877,-7046,-11579
-3992,5512,-3704
-3586,-4662,13940
-13187,2910,-15834
1335,-7911,-12197
-15944,-8065,13966
-1497,-4712,5145
-6938,-15005,2292
15798,12249,-8778
5034,-2745,-13133
-15970,15971,12446
-13912,-6291,-2195
534,12765,-1743
12212,-2504,-2343
5082,15884,-11773
-4375,-3786,-8038
-5338,-7497,-3665
-2433,8432,15229
4538,2196,-14239
-13617,8246,3066
-14100,6118,610
-8363,2429,-1537
7858,-13150,475
11095,4612,14716
9837,12133,9532
-2004,-3048,11885
1273,6892,15047
-8903,-1043,-13021
2214,4351,-16133
8316,8649,13416
7188,3986,-3592
14506,10297,14142
9684,-1096,-15928
-14648,-1280,16196
14600,14995,-10082
-14359,8158,2215
4415,-9116,-2546
12207,-832,2518
-5704,14521,-7441
10879,-1258,13186
-2045,12918,14005
-14352,8097,11398
16354,-3833,-4999
6443,5731,-10394
-16151,13437,12053
-2211,8404,-13051
2418,-16050,-9210
7675,10996,-11738
7159,-4445,-8304
-897,8401,-12372
-14347,-14472,4749
8377,-15323,5943
-1823,-1133,-11594
11478,-212,12012
-14302,-15332,15125
-13048,7391,-11805
7312,12649,-8387
7591,1542,2917
11374,-15848,16183
-4499,-13780,14468
-12438,9013,-11779
-2112,-9776,10869
-11132,-12167,3540
2637,-1326,-9400
-10164,-7093,-249
-8211,-7072,5081
5842,-11004,1520
5360,-6923,-9552
-6990,9293,-6773
12627,-14612,-9447
-7566,1323,-11680
14035,-10903,8145
-8776,-5216,8840
-5451,7232,9564
10323,-14228,13007
-11067,-10042,997
9074,-4367,11401
-3175,-3373,8222
9018,-5266,-2931
6056,-1268,-4357
11396,-11087,-2715
12396,-2017,-1955
3801,-1132,-7727
-651,4480,-10377
165,-1313,10474
7281,1674,9470
14112,12404,2237
5741,3857,-6600
-8094,6336,16036
12068,1552,14748
-5852,-13163,9654
13979,677,-10312
8199,1643,-1671
-8776,-6745,6971
-16328,4984,6383
7437,9863,16325
15909,-12935,-5266
-7417,-3798,-2842
14569,-12034,-14165
-4632,-10863,-9868
-14815,-4708,2626
-4581,-1733,11475
-7609,15867,-3532
269,1473,8392
7658,11605,-14062
15509,2017,-2181
84,1472,10723
1862,-2744,3813
3551,4466,-9570
2154,6089,879
6987,-14598,394
7504,11877,-6497
14175,-5354,8797
14652,9135,-10310
-16202,569,-4765
-13859,-6513,-6713
15104,9293,8189
13522,15545,9117
-2969,-9170,7295
6162,13147,-13618
-11290,-4338,-693
5815,-10344,3447
1229,-3095,-11296
9714,3605,8515
10415,-3790,6820
5063,-16130,5266
8448,731,3146
-14377,15427,-10246
9407,-11079,2064
-8325,2586,2092
9978,12037,7693
5666,-5247,-4616
-11684,2323,825
6339,-11486,-16170
-3251,5403,8933
-9360,13387,-277
5187,-3150,-13475
3217,9096,-6067
-11101,15908,8157
1108,-816,-2311
8899,2944,5534
10903,14894,-5620
1980,13419,-9622
-12450,11340,-3228
-9899,7351,-920
-10495,-8660,-7768
-5783,2428,-14619
1324,-15691,-7065
15077,-180,-16094
-7082,-13937,-7672
-11953,-12109,-3780
-4624,-2508,-15613
12114,-10800,717
-13206,-7501,8625
4187,-8582,-2617
-13457,-7840,10316
-3992,3600,14919
-4158,11515,14238
763,-13702,4717
5800,12039,-1777
-1758,-13354,-3793
-2272,-2785,-11888
12241,-11621,-12213
-336,-5099,6733
10664,3937,6195
-11821,-3655,9503
6343,-11844,14930
-1166,-10721,8671
-5039,-12315,8667
7571,6756,8874
-4956,-11436,15387
6445,-2872,-12809
1744,-10072,-4335
1158,12481,10690
8011,3220,6017
-5900,9477,2522
-4382,5998,6551
11134,-2756,-2892
15522,2397,-12724
7999,13663,-13190
-12472,-9981,8256
6758,1379,6431
-10087,14866,-4154
-1075,12083,9167
15331,-8182,10916
11800,-8104,9198
-11646,-9469,1124
1696,10747,15043
-6273,-3117,8368
-7056,3812,-9661
14194,13614,9980
-3929,3546,4990
7878,10868,10508
-10146,-2873,11198
5423,4760,-4011
-16098,15363,-15701
12709,1592,-15994
15930,5935,175
7290,-7239,-3136
-15207,9634,15072
-5980,-14575,7505
13191,-3164,4886
-5246,-3796,-2168
-9088,8617,3202
4547,-8314,-620
1939,12298,3945
3545,-6790,5082
-10844,-6891,10850
-2119,13505,-11282
11468,211,-16370
-7896,13822,4441
15687,-14183,8431
13843,-12785,13564
8651,3738,9843
-16352,-2339,9960
124,-13214,6953
-1009,1224,-8970
6107,4811,6321
-1225,5202,-3772
8238,8878,2139
14242,-2063,3164
8948,802,5654
166,11475,-13083
-8207,-14980,-7573
-11189,-12235,7645
8586,-6348,8998
-748,685,14442
-14407,-10201,13967
3706,6021,-6163
8293,6909,10975
-474,-2559,4314
-3634,3672,-5327
-14985,-5752,8840
15310,-3087,840
16087,3558,-14143
10222,-1365,3843
12932,-3246,-8310
-5160,-15470,-4114
-5445,9685,7617
-15319,-15379,13812
-13493,9663,5069
2835,8604,15734
-12113,11444,-13415
-3591,-9,4701
2384,-12455,-14280
-10829,-1812,-8826
-6666,7763,-8392
7564,-6958,1250
-9697,-9870,16250
5663,-13,8234
-16334,16040,-6116
-4282,-6749,10446
-10700,7256,5328
-14316,-6506,10203
8838,14083,-14737
-15984,-13856,15568
14091,-10286,6792
12893,10362,494
11653,7594,-12107
8448,-15321,15120
-7454,-13721,-8083
10772,323,-10809
4783,-7204,2107
-671,-8794,-6588
-216,12891,-6127
8301,10198,-1984
12257,12272,7510
-66,-2820,10367
3640,11465,10527
847,-2911,-15804
-4899,14762,-3081
-15696,-6176,-11678
14545,-11448,4734
-14390,9576,-9374
-1067,-9090,13442
16202,3523,-9350
5109,-12597,-4606
-6034,14868,4525
8388,665,11349
6213,5031,15167
-11621,-14296,-8527
8005,-645,-14948
-15311,2453,8222
-14409,-254,-11658
-9810,-5790,8891
11615,-14258,4945
4547,15831,1862
337,3167,-9537
-15601,-1253,-15004
-15601,7273,-8932
3325,13370,-3131
-5205,2910,1086
12725,-2711,-15626
11296,-6610,-12253
4767,-11081,-4926
16161,-14597,14614
4877,4238,-11137
-1594,8902,9487
11380,9785,669
9759,10258,2379
-1523,3593,11766
-10322,-7488,-15095
-4342,1091,15711
2230,-7605,8505
-12587,10979,8876
-5195,6691,2268
2792,-13165,11780
7201,-4435,-10077
14729,-6240,13163
-12846,10722,11340
-11905,2596,15644
-6179,-14300,-13994
2286,-301,14054
-5044,-12617,973
-4446,-1506,-4688
12465,-16254,-11559
15421,-10523,-14364
7565,-12950,2249
8635,-15508,6521
5579,12497,6313
6285,9098,-11583
368,7101,2180
7334,-10947,2747
8172,-3251,-7194
-12367,6846,3751
-9715,-6478,-8077
-10611,-3776,7103
-6018,7253,1279
-6833,12578,-8554
-12039,12145,-6226
-9301,12577,6109
13456,-11839,-621
-2801,-11481,16319
-8565,-9799,2885
-5030,-3756,7713
15978,-15462,-9537
-1037,-1916,-9782
841,8215,8766
9128,-15151,-872
-3991,-2681,-11909
11838,1973,-10764
-13841,13703,14494
-250,-9543,9939
15030,503,-6598
13228,5593,-15462
-1637,-10752,9197
-12572,-10934,-1025
-4586,15082,13823
3352,14542,8024
-14525,-16191,15717
-14739,-14532,4278
3936,44,-14982
-11253,-12739,-3357
-6358,-13106,-7108
-12507,-2601,4186
13995,-14370,183
-12877,10296,6232
-4548,-13335,-9025
-11105,-1078,-15061
10823,-762,-6055
-7645,-1622,-3990
8943,2570,2048
2731,-8341,13145
-15642,-5029,4989
-7306,12625,-1125
11052,-9338,-12453
14355,-1827,14688
-561,-8733,-7060
-15324,10178,-15583
-6434,-3439,9492
-15474,-12439,5346
-3421,-746,4364
8420,-2268,268
6028,3547,2969
2600,151,-3610
-14266,2196,-3754
565,-11179,13098
-12926,-14265,-8863
12756,-6760,-1865
-10,-16261,-1551
-12213,-9004,-4841
-5630,2136,2840
14136,-9286,10028
13048,368,-11553
-3488,-15484,13905
-11841,-3687,-12586
-14859,5931,3344
-2151,-14752,-2251
4265,-12711,14870
13124,16168,-8948
16128,-1077,-14491
13266,5335,10381
2049,5879,-8226
-12851,-13773,-13283
9112,-3906,-5972
-14835,9230,-1432
-14350,3308,8870
-6589,3674,-5134
-13324,938,7191
3759,16351,-13633
2543,4430,14212
-10065,6521,-6613
7331,12391,6171
1262,-1060,-1332
10869,10154,-11174
4383,-13501,11406
-12444,10374,13946
-6200,-3682,-9680
-5153,6390,-7635
-910,1626,8917
14035,-8866,8003
12925,13957,482
16295,-16267,-14344
16069,5093,-588
-15209,11989,-6091
-15524,8518,-14602
-9553,3187,-14719
6470,7421,996
-10024,7171,-11662
-9598,-12215,11260
13108,455,12841
-9871,-4207,-10183
9635,12295,8534
8113,10068,-5451
11352,9903,-16107
10329,-13656,5783
-1544,10198,-8803
10993,4424,10137
13417,7879,-12508
-5627,-5788,-13200
1447,5287,-4165
14761,-10465,-4498
1941,-1552,-808
-12053,-13095,6582
1869,8528,12489
-12221,8018,-5680
-14088,3452,-14427
11862,15500,4649
13728,8990,11842
16235,-9585,-3721
11976,13536,4517
-7295,12606,-3452
5495,14199,5910
9494,5191,-2333
-8731,11165,-3875
6699,11023,-12005
-8835,-3237,10563
13238,-12535,-15727
-9404,-10321,-5638
-12780,8599,1876
-7649,-4994,-8164
-4599,7958,-6933
11239,-2803,-5205
1745,-3749,247
12065,10649,8461
2529,1923,6267
2643,-14011,-10530
3375,-2622,7451
2905,6594,-11706
3543,-5839,11820
-1412,13070,-15128
-9495,-5582,-12643
-11442,-1369,-1695
12058,12572,8287
-7932,4832,-2347
373,-16073,-2760
15698,-6991,-14553
11939,-3696,-4629
-15130,-10444,15373
-4729,-11871,-3558
12087,13470,3061
6152,-2357,9004
12249,-10794,-742
9389,13389,-14236
-6724,-1554,-2620
-5140,5432,141
4517,760,12677
-15928,13534,-10231
1944,-4537,-9028
3957,15651,-15059
14995,-1252,-6830
12876,667,8693
13016,6350,-2441
-14997,-7316,-4233
-9539,-9126,-1912
-6419,2774,11770
-2574,-14437,5181
-3814,4440,11150
-10038,-7805,-12052
-15984,-5709,10249
-4243,15771,13139
10959,-9998,4431
9529,3237,-8988
5484,-10710,14626
1126,8472,12746
-12342,-304,4386
7999,2646,11186
13003,4225,-5353
-3965,15806,-1106
-9291,11465,2982
11023,-1679,15281
3204,9180,-6385
-5772,11096,-12574
1124,16104,12147
13049,13017,-1980
13573,-4839,-3828
5875,6896,-3973
6533,4706,2831
-14180,-6030,7022
-14222,6115,2339
-419,9620,-5956
-5171,9419,-8949
15395,-3721,3118
-6336,1484,13887
34,-178,3874
-929,1164,-6568
-5578,-11157,5545
10627,11316,2715
-2501,-14362,-9146
-1288,-2334,680
-4979,5755,-4508
-3091,-6004,-8705
2900,-2802,-5814
6473,-13611,639
13481,3582,-15186
12521,2276,-7144
14486,-11270,1593
12463,11414,-15587
-13336,-15643,-12045
-3735,-7054,-7620
109,-13887,14050
3981,73,-6854
-10204,9631,4724
12861,343,-7534
4415,-3203,8651
3921,-1395,12425
-5415,9283,-14051
13200,-8314,14088
2923,15737,11479
7482,-821,-5936
-14886,-14753,-9782
-11482,-11929,-1239
12827,-5013,11287
13412,3733,520
-13665,12101,-5124
-1375,2834,5698
-3001,778,-4052
-5429,9245,-11586
-8220,6908,-14665
12327,6341,9032
-8326,7377,-10822
-12402,2379,-729
6197,802,-8010
-8507,-1072,-717
16324,-4181,-11515
11413,5158,-16257
-8424,10790,-16003
124,2901,14539
-4413,5016,2507
-13629,-15321,-11508
11353,-16197,9476
15108,8233,1311
-1984,5757,-1664
-1571,9023,11920
10586,-3388,-14644
1397,-14632,-8264
1622,-5860,1234
7297,12883,1085
-2456,-4171,15977
3584,1596,13840
-10070,-1469,2077
742,4986,5970
-5555,-12512,-2501
-12857,-805,11118
-2584,3236,1788
14839,14826,-1717
10248,2576,1853
-7676,-13733,-14733
7835,-14800,2400
874,-10171,-517
6002,-15468,-9895
13981,7805,11903
4137,-6393,4206
-3403,6079,-4532
-726,-4695,9469
2438,-11705,14096
-4819,-15732,1281
-14412,-12452,-348
-12703,645,13882
5595,-10466,-13381
-3873,12901,4079
7130,-229,950
12156,7400,-829
-15901,-2570,-11174
15755,2461,-15008
-13018,5967,-14422
14617,-13641,-13545
-7467,-6713,2437
-1928,-1112,-2680
15411,-9264,-9496
-7358,-57,-16116
-3247,-9648,-13612
-10216,462,4400
14120,-15515,-9352
-4686,1011,-351
-14504,7229,13149
-1775,2480,2311
-11214,-56,9306
9815,-14942,13417
3954,-13806,11585
14085,4832,-13198
3246,9189,1547
-14747,13768,5807
2783,516,-2734
-13764,12834,3143
-6479,10343,-7587
-10220,-10623,-6402
13595,3566,8542
-8076,-12457,8945
6468,14608,14903
-738,-11007,-6948
-11644,1018,-13074
6847,-2044,12514
-3338,-3097,13507
-15174,11067,-10213
2803,3636,2294
14893,-7230,1099
