Literal_1,Literal_2,Literal_3
-12383,4028,-6735
14560,-5514,6780
5755,2193,4546
12714,7501,-8969
-2461,13746,-5038
-3922,1699,14513
12574,3983,-6299
10375,4080,-5444
-11054,-11314,16126
-12512,3279,-1531
10693,14789,8365
12505,-14775,-6954
-12250,-3654,1786
8838,-14431,-3630
-15782,8573,-5318
-7387,-5486,4123
5021,1320,11984
14346,4388,15442
-14673,-3896,893
-1461,-3253,4339
-4955,-617,5077
-2912,12062,12084
9692,-8374,11177
11925,4262,2601
10749,-7615,-14042
4411,11592,4175
-8878,3616,9887
11943,9433,12306
-8917,-7149,11623
-5848,10603,13925
13355,-8964,-12790
-91,-1077,-3631
-9963,2641,-221
-11585,-2161,-2447
-13584,-13139,11847
4040,-6572,-6564
-16010,-3926,-553
-4543,-8310,10333
-15048,-3975,13778
-3144,10445,-13886
6512,14783,-6566
-738,-6882,16056
-8227,-15173,-1448
1185,71,-13287
-4575,-5712,14349
5702,-1000,10823
6134,14739,-1329
-10388,10785,-7150
-8793,-15473,-9852
-5838,-15874,-3120
7875,2322,-6882
-9606,14025,5048
-8192,13543,5094
496,15055,-4798
9844,10167,14256
10446,-5179,-10604
-15636,10546,-11296
8893,-8938,8263
5557,13754,11995
7268,12590,-11071
13980,-2918,-5247
-5370,1238,-3859
12968,16102,8538
12269,14541,-6535
6960,2735,7741
5701,1192,11238
-8734,-8601,11202
9584,7127,9041
-15278,-5527,8666
13784,-14803,-5906
9281,-663,234
15292,-7095,-4783
-8773,16057,11218
-10373,80,-13192
-505,-4082,-13374
-7420,6548,-4621
-3373,9572,-11534
10150,10336,-9408
-3711,-2894,10784
3582,4271,7359
2929,15221,15962
-4045,11398,-169
3007,11730,7609
11996,6701,-13869
15295,-6111,2508
-13276,-6703,-1743
12444,1951,-6745
6044,-1897,8062
1007,-3118,-6208
15333,9965,3549
-2219,-10396,4439
2545,7013,9911
12486,-3672,11021
-3425,10490,-858
661,10516,-8469
-9468,-2654,12965
-15147,-12717,-11866
13498,-9971,11435
13525,16221,-5843
-14262,-15611,3955
-12085,574,-7099
-7507,12787,7141
-15236,-701,4344
10676,3687,2929
-12049,-5368,1534
-7995,-8324,-15743
-11661,5892,-5292
-11574,7022,-1455
13419,-8008,10539
-3290,-1292,9801
-5549,-10043,15779
-6124,13316,4934
12564,15662,-584
15831,-9296,-13689
-11376,-13464,2606
14865,-11246,3381
-14805,-16096,7465
-284,15870,7427
-7898,-7336,5353
12317,-14962,1171
-4091,-15349,6412
-14273,-15604,12755
-11311,7711,2379
5350,-757,11381
12030,8686,4128
8968,13078,8025
-7963,-14716,5289
6160,11730,-3211
128,158,7810
8985,-428,-11057
-7987,3862,-6115
8297,-8466,5854
4729,-14169,-8792
2289,13619,12527
-15863,-8117,9552
3742,-15153,-64
-10001,-8826,13122
3616,-11394,5912
-4660,10981,-597
-14764,-13452,-3326
3250,-15291,3819
15125,-8597,8678
-2146,-2053,-5064
-14120,4205,-6062
4748,6022,-934
2135,10387,8067
2683,9005,10469
-3538,-4947,11171
-6009,-9130,-3823
14153,-15471,-3540
-15221,-621,-1748
2838,2580,-8645
5262,15927,-12
-1558,-9653,-7320
12672,-12419,-9477
-5029,15526,8395
11994,2154,11520
15537,15999,-15967
6852,8949,-8615
-15579,-7855,-3963
-4451,2071,-9701
7824,-14804,-7235
4348,12962,11583
322,-8936,-15123
-7464,8080,14961
-13297,-1089,6187
3412,4620,-8549
11903,-7563,5969
13622,2106,-6407
15077,-2502,-11508
466,13370,-15369
-15412,16135,-2977
-8808,4918,-5939
6293,-10614,4385
2078,-11725,-12522
-9067,-8052,-6689
12169,10505,6804
11699,11023,-3433
487,8761,-5187
-9366,-1621,4206
-753,13222,-12454
11911,-7259,-16336
1309,-4973,155
-6127,8755,-14994
-7763,-13018,14507
4676,-8703,3113
2414,-2820,-9158
2531,6484,-10849
-4669,-16292,6025
3616,973,16192
4969,-4930,1945
13757,15281,1206
14395,11062,-2001
10302,12723,-7702
-14552,3000,-4681
4675,10955,-11159
-1368,-4022,-3985
-1931,-12613,13469
7832,10723,-6229
8504,6399,-16351
-14764,-6696,-4187
-1597,-4107,-2629
-3714,1316,11407
-5022,8695,10807
4687,1176,-1415
-13852,1443,7523
-10425,14759,7962
-3574,-15183,8044
-14639,10164,-3722
-2876,4505,16225
-12113,-15370,-2279
-14932,14133,-14114
8790,15399,15463
-6409,10440,-859
14985,-4626,5652
-5639,1567,5275
8337,-5935,11678
-1751,-5463,-3017
1952,-10618,-11888
8819,4558,9809
-13019,4892,10140
-13766,-12753,-867
1849,8130,6352
8367,-3001,-5909
-7568,5545,4922
-12658,13598,4886
-13372,12717,-290
-461,-8550,-1792
11913,5166,-11750
-3174,11378,-8360
-8832,-10536,13871
-7295,2356,14884
-15819,-12881,-16006
-2973,6435,2651
-2324,-12060,-5148
2249,16283,11625
4406,-9529,-594
15928,-7081,-3490
-7002,2177,2497
-1150,-4893,-12470
9185,-2840,16290
15552,-15433,8928
15377,3173,-8946
7981,1376,661
7142,10575,7904
14975,10380,8956
15668,7446,3990
-12800,-1483,-5074
1736,-7282,14180
4535,11877,9920
-14473,-5881,-8552
-8254,-693,5940
-5969,14565,-10662
13092,7102,4251
-12693,4826,5685
-15889,-9542,-10853
-8435,16377,11538
1230,-3324,-6225
-12882,8256,9600
-4400,4278,-8225
499,10741,14751
-1689,-9443,11167
9832,-6416,-13685
585,-10913,1412
-12010,2754,15290
4496,13735,-3318
5608,7733,1806
-12944,14412,6345
2838,15404,-11012
7156,5796,-8588
-351,-1442,3950
-4880,-6159,8261
-6297,13029,6686
15034,94,-12953
-15610,5227,-5968
-4164,-13940,-23
14473,2918,8617
10827,-5945,4108
10687,-14709,-7027
2398,-2669,-11160
611,6574,-13543
-11100,-12219,-15126
15658,14679,10831
12566,-7049,-7688
1907,6351,698
6757,-2403,2140
-11982,15824,12578
10258,16091,-1047
10707,15958,2869
-3217,8633,-6255
-9805,9944,8717
11096,-8794,-12058
-12418,2882,8887
14704,-9898,15677
-1059,-1185,2685
15278,14860,-1949
15407,-2856,-2967
-3686,-4980,-3850
4542,12038,14685
7235,-395,14971
-8070,14489,7270
4555,11761,-441
-11406,1789,15459
2378,10444,13290
-6093,13601,9643
-4498,-3724,-405
-4234,3627,-8950
5844,-7022,6875
16324,-7098,11378
2703,214,15275
-12456,10771,9239
1470,11645,6403
15640,7016,1237
-3036,2592,1324
-1503,11434,15328
6724,-105,2224
-3472,-8789,-11605
7237,-5144,315
-9559,-12509,-4641
1885,15348,12283
-5983,-4973,-3434
-325,-3225,16246
1137,-13533,11855
-15822,13934,-8989
-6645,-9821,11516
15882,-1292,5439
14153,-10872,-2811
-3841,-4018,7327
-14330,6038,11695
4556,-13545,5670
-12185,-3073,15085
-7565,13671,-8976
16008,-9091,5805
-10404,-15694,-7885
12465,-14454,-11734
-15535,-6517,12389
-8961,7272,-15869
-3181,7474,9844
-4586,-6644,14630
16049,4805,-15865
12531,6415,-1795
14256,-13805,-809
-3945,-9483,-15669
8265,11272,-6547
-11524,13877,8617
-2839,-16328,6830
7147,-11751,-2824
13595,4918,-3148
-5244,14611,-13527
-12160,7190,-14164
-6988,-10731,-11741
-4048,888,11277
8719,-7131,-14804
7635,-6499,-2448
1221,246,16318
16251,-3091,-2292
8127,3536,8697
-10609,10922,14252
14535,-4096,14771
-4553,-780,8532
10427,-9736,15097
904,-1192,435
7336,10959,6557
-8734,7725,-1388
-9550,4814,7734
16099,-8627,-7925
-9104,3012,-7521
-6818,8841,-5073
-1278,-1155,14557
-1403,-3901,401
243,13536,15961
-14681,3104,11111
-1764,8577,-9769
13808,-12649,13734
2756,-9600,430
-14475,-8752,-1159
-2975,7946,8878
-6055,1141,9997
7338,-2370,15855
601,-5143,1800
-16260,-2336,14665
-5239,12417,6793
1289,-14536,3210
8298,-8266,14838
-9039,-10744,14424
-5118,-11478,15983
5365,-6507,13127
-862,-2615,-12533
6509,-5583,-4710
-5592,13401,578
-4243,5444,4690
4261,-9786,-223
-1306,932,2351
10084,-1769,5020
-11932,13874,4627
-4197,-12667,13920
-9612,-12603,6130
-14951,-5392,9544
15223,3415,-2304
237,-9793,-8516
6292,-345,4555
-4226,-3405,2979
4855,-6162,-12632
15786,2932,-3907
-3068,-10023,866
1580,-11930,-1026
-15158,-11930,14419
-9534,4311,-12877
6149,4214,9852
-5820,-6787,11398
-8291,-9596,11143
7680,2954,-5571
8778,-7024,15242
10278,-14649,-14874
3636,-12307,13055
11974,-13479,3509
4533,-4170,-8885
-11101,6104,-6278
-9173,2857,-13948
13208,-12295,-4176
8278,-3942,-4776
-1409,6027,-10670
235,-7618,-9154
9646,13636,13851
-11073,3203,4795
1915,5769,9420
-15760,-4858,-1397
14274,-3880,-287
-2454,2104,12358
-2761,-4427,15889
15988,-10593,-9814
-931,-13230,13695
11587,-12170,8714
11793,-1864,-14415
-10282,-12197,3052
-4644,-11503,14726
-7839,628,6911
6964,7849,-10323
-6325,-4407,7862
-14685,3515,16117
-12044,-4226,2021
12959,-8993,-809
-4748,5517,-4241
-13138,-5315,-3454
971,-13782,-11412
7641,11780,-8427
11896,6915,7854
7433,-10520,2523
14919,3454,-10602
11315,3825,12119
-1911,-13154,-8677
8277,4692,-5129
-2616,-4365,11382
-6258,-4537,-4347
-7795,4007,-11466
-9149,-8630,-9806
12008,230,4120
-4804,7790,5138
13237,3263,14786
11639,-1059,7629
-15787,13003,6268
-10872,12543,8547
15318,9610,-3955
13941,-5434,3775
-10650,-7294,14969
13523,-16259,2969
11856,-5505,2191
-6520,-1732,1057
-1176,-5798,-7214
15810,-14419,1433
-11738,-271,11400
-6776,-12264,7528
9670,11313,-12548
-4046,-16367,11064
3890,-10906,4624
-15348,-13745,-2939
6494,-14730,179
6894,-3727,11057
1046,10193,10180
-7466,-11565,7808
-3578,12910,-11517
-13764,-2310,11509
-8943,-13059,-12532
-182,2131,13283
14388,8417,-8279
12754,3388,8553
-4225,-6131,7903
7256,-9709,-13348
8375,-16312,11135
-15318,-8062,5825
816,2975,14107
-12862,12112,3163
2829,13402,3300
-13136,-12030,-7807
15326,11943,58
4820,342,4067
6143,-8075,-9595
-3792,15401,5952
217,-5672,14059
-3007,6779,-15703
9040,-12390,7486
-11082,-11289,-60
-5051,-2489,7711
-13101,4626,-3328
-10615,-13470,-6428
-11266,14855,-3077
-11805,12705,3536
1496,-1360,7092
-1734,-14736,8894
11964,2513,-9291
43,12162,-3711
-8954,8951,2079
15509,13933,1011
-15185,10066,-1023
7153,4885,-1242
-16150,11890,-99
-15615,-7849,-10592
14154,-14923,-13765
14191,-1389,9415
5654,-1689,-6100
-5976,14978,6527
9221,16208,-1876
12465,-14977,-5927
-11610,12492,5041
15109,4322,10173
15781,-9649,4869
-16229,-12964,-10238
-1699,-10267,387
-1432,3188,1825
11159,9511,1262
5467,-15755,2703
-9401,12387,-15582
-10616,-14992,-5588
3375,-11569,2648
9954,-1946,7775
11361,-9500,8850
-5332,3041,4310
-7653,15001,7296
3538,-11974,-1887
-3138,-12225,7169
13526,-8709,-16354
-9385,-2044,723
15384,-3561,-4450
14435,16378,-16216
6913,-14522,-7617
11362,6649,-4414
-5222,-10260,5537
-1875,7295,13015
15090,11843,14667
-14844,-2340,7614
10563,-10470,-10137
2953,-4944,3858
15338,-7659,14221
-4744,5665,13597
5336,-10116,-15537
3670,12695,-1705
-15566,13950,9011
8488,-2029,1074
13744,-7118,-1140
13438,-11008,90
-10511,-11904,-11796
7741,2899,-12401
-15717,1031,-13994
-7892,12330,-13432
-7210,14224,12955
4555,16218,6972
-7214,-9645,14210
9948,-3743,2295
14924,-1573,-4736
-420,7938,-2491
-8521,-9407,6839
4667,-15223,-10842
5571,3725,-666
-9569,-6225,-4041
-210,-10657,6619
-6576,-5477,1736
13116,-11687,-12202
-6697,-1870,-8657
-14008,10823,-6014
-3410,3367,9954
10548,1493,-5657
15518,-14808,789
-11096,29,2916
-13022,67,11084
12989,-8923,-12368
-8519,2122,-16337
8755,5392,13177
-11405,-4247,-12598
-3406,6725,6436
172,1811,7578
12813,14884,-6164
-1480,-12516,12096
6940,-2676,-13271
-10476,13818,-10284
2972,-694,3969
7502,-1407,15963
4153,5524,13942
2330,4761,8326
6298,-16095,3009
-13080,-1720,-4772
-15436,8964,11669
-4042,-7102,-7848
-3481,7655,12074
12422,-1707,-15197
9931,-13823,3930
-6856,10040,9823
-9629,-9093,2553
11781,10822,-6526
-8002,566,-10397
-1954,-15655,12742
10053,-2866,9474
-5295,14703,7111
-5221,2056,1203
7665,5306,888
380,1470,-2323
12305,3049,149
-6599,9132,11281
11803,-439,5065
14221,15115,4751
-369,-12637,6013
9960,-3714,-9037
-8743,-4452,10840
14526,16171,2797
-12288,1922,11087
-13036,-3182,7336
9054,-14869,-13802
12023,15012,5429
-11133,-4838,6286
7347,5557,-4326
8029,13441,13024
13390,9878,-4121
9282,-7993,-12245
6124,-5818,-3185
-521,2170,9783
-5780,6280,571
-9646,9325,3931
-7952,15490,6336
-4246,15763,11636
-11419,11917,13469
8068,9239,-15834
-6800,11298,-12209
-1982,-9819,3945
13770,7349,-13332
13447,-8773,-11649
6817,-2745,4308
11006,917,15772
-15080,-9956,10305
12798,15713,-5702
-7062,-9215,5459
11769,-7423,-2946
6406,-10540,12826
15157,-11585,3617
-6919,6177,-6485
14098,-8983,15126
-2583,-7097,-12396
-3032,-7607,-12894
-15070,9362,6658
-12618,960,11936
-11527,-14497,-4826
4629,14496,12067
4081,-13329,-12320
1491,-12413,2151
-11550,-2323,3675
10475,13116,905
3366,-8517,11744
461,2171,-16153
-12260,15286,10773
-12014,1501,-1991
12140,-10751,6868
301,12971,12293
6971,6409,-12394
-1448,14265,5682
9176,-11903,-8160
1540,3419,11837
-15157,2766,-8620
-13138,3995,11167
-1709,7942,-4291
14311,1176,13125
-10147,-3826,16334
-7081,-5264,1608
-1233,-4196,10141
-3053,-2535,4886
15605,-13408,9309
-8707,-5824,-2797
4425,-13906,7449
1506,-982,-4415
10821,13444,-14321
-450,1773,-9120
-12951,15411,-1132
-12217,8490,12730
-15567,9984,-15082
1326,-12473,-1274
12169,-8483,7670
15371,51,-13072
12864,-1668,-15116
-11497,-11618,6441
1036,-7079,3406
-14399,7016,6102
-5289,-709,-8740
-10699,-1439,-7301
-7040,2419,8188
16153,8941,-12708
-15722,4067,-6954
6714,-9158,7991
-169,11501,-8338
-2996,-14651,11382
7520,8298,-2357
-13471,3963,1727
-13695,9168,-8300
-6387,-153,15610
-9016,881,1206
-2630,5603,14633
-14565,-16341,-13662
-195,7391,-10118
9425,1165,7499
2050,1700,-9671
-5165,5101,1883
-12121,15755,9798
11059,6226,5853
-4515,15737,-8040
-15172,10193,-10491
1286,-5189,-4692
13327,9934,862
4289,13421,4265
13309,7946,-6867
12538,2394,8639
5845,5176,-325
-4145,-8417,-3765
-14838,-10474,6671
-1646,13239,-409
812,8020,-14357
281,13536,6874
15460,15069,-15912
-10816,9399,-6421
-11356,-3621,-4918
2772,9766,1356
-13635,7188,-2034
-3083,-3280,10034
9628,-997,-12233
-11157,16042,-9108
-13916,2544,812
-10048,-15560,-4939
13395,-1949,-4070
-7231,-7053,14682
-15620,12874,8061
-9826,10791,6114
15933,6895,-15951
4517,122,-13817
-8885,-14852,5846
15546,-12484,9269
-1874,-5057,-2533
-4786,11951,6169
6036,-5724,9075
-6738,-3330,6850
669,-9375,514
9580,10758,14332
9537,3055,-15270
8256,-12798,-4424
7637,4747,14387
2019,-14591,8545
-6071,394,4598
9722,13185,-11678
-14442,7515,6103
14992,5614,8891
13441,-14983,6497
5929,-2961,-11968
-12513,277,12174
1035,3339,7124
3257,5007,-6030
7706,-12590,10209
-3900,13092,12102
-5304,3146,6795
-9807,-6855,-10437
9343,-5625,15018
6137,-13265,2426
-790,12348,-5242
1533,14148,-5694
513,8960,-12511
13043,-9874,-16116
-9812,-1346,-7439
12970,10061,-11136
7641,-6952,-5619
11197,-4665,-5501
-13658,9465,14885
13371,1687,10108
-4559,4242,3081
-2285,-4862,-11194
3540,-13898,10862
-8798,5369,2556
-7876,12136,6329
-10105,2695,5187
-9296,13273,5229
-15181,7084,-4681
12364,13736,-3524
-2482,10246,9370
-15444,-12200,16223
4028,-5083,9139
-7132,-10434,-3709
10979,11858,4536
-10253,896,792
-11188,-2390,-10802
-15393,-12611,11350
1052,-5326,4007
-6032,-159,8363
-1878,-275,9605
-11645,-2475,-12233
11360,15257,-445
-2520,12389,-15491
-10675,-11909,-14339
-2471,-9350,-5864
16114,12260,-925
1537,14489,11844
-15804,-9137,2338
-10838,-9573,-13613
5584,-8386,2615
-14243,-14745,6215
1105,-15482,-7512
7322,6060,5212
6795,8892,5215
-11575,-3192,5810
4747,-6741,-4115
-9059,-9808,-15632
-15855,-13651,387
-11478,778,-2752
-13290,-5472,-12247
-12420,-4732,-7232
-10570,15211,-12378
-8686,-14451,13185
-5241,-4411,1777
-10310,15562,2031
3105,-9365,929
-4590,-10432,13881
-15024,2815,-10760
2700,2127,1933
-15175,5306,5432
-6193,13478,13791
4721,6344,4041
11663,-8622,-853
7825,12526,-2873
-5152,12116,-1681
-5680,4128,14806
-5542,5344,2768
-15628,-6518,8293
-9709,-10333,-11415
14132,-10495,-3545
6440,-8705,-3046
-12056,645,-13645
16232,-2559,12800
-9428,11650,4551
-155,743,-4436
-2802,13420,4249
11427,3903,2029
2125,14916,-15496
2815,-3662,4389
-4985,-9208,6458
10300,7713,6330
14982,4321,-12164
-4248,-7439,1
-14175,5901,14427
-9316,-3991,11688
1599,-15141,-16354
-15551,8614,-731
-8926,3856,-10891
-14230,-550,3420
1544,-3532,-6884
-5334,583,-6150
-15458,-2160,-14149
12650,12364,-12459
16104,16288,-14077
-1334,15896,-13056
-5248,5421,-5573
-4757,-2706,9753
-15263,-4961,-8868
4515,-11648,5418
12770,-7342,-6649
-8466,15036,6970
-2604,325,-1143
-15372,-5223,367
-7761,-11258,-8434
8412,2066,-3839
2941,2900,-4355
12334,-12018,1328
-13367,15058,15831
-19,-9655,-6717
-7489,-12932,10365
693,-9998,-14158
-12103,-12813,3733
-12718,2922,13882
-10951,1248,-1881
-2197,-10523,-3507
-14926,14075,-10548
2905,-14171,-5348
5813,8258,15182
-6863,-3200,-10835
6232,5804,2676
12461,700,-14016
11499,958,-14944
-12055,-4058,3663
-8197,-4258,7659
33,67,9169
7290,-3027,54
806,-4097,-16176
-8952,-4913,5416
-8077,-807,2639
3250,-15261,-7527
14110,10945,-5290
13834,-13543,-630
5293,-949,-14786
-8333,15088,1348
10194,8863,-7690
-5480,-5610,-5006
-2077,-1531,16092
-6644,15031,12580
-9957,3781,14986
11012,7247,7097
7642,616,13925
-4672,2369,-6752
-2380,-9109,7805
9382,7271,14889
11215,-14412,4484
-2669,9243,-11204
2687,2885,-5744
-14217,2365,-9563
-12054,-3188,10506
-11361,-3297,2613
11867,-3459,16326
-2179,-7785,-13202
10132,6035,-2683
-2194,-15547,914
-3929,-10070,-13817
12374,-10840,-4107
3745,-13711,15474
1259,9345,-5772
-3579,2209,-5766
3752,-11077,2155
-11145,12456,-3781
3254,8954,-12689
8067,-10478,-2378
-9663,7346,-8048
7647,12471,-14703
-11595,-14960,-9155
-7586,393,-5705
4815,2399,7654
-6005,9832,-4074
6798,-4116,-13002
-4939,16266,4848
10485,-10845,8154
-2295,-7261,-3872
-11418,14217,3731
8141,15229,-16029
12347,-446,9414
-14001,3626,-13175
-5943,-3,9489
10579,-8479,2190
6780,-15692,9673
5640,1865,14430
-12109,3477,3534
10679,-8449,11406
-13694,-4307,9814
502,-11042,-6208
-8695,-9151,-747
7748,11888,-12273
727,-1348,-13568
2274,9549,-5252
-15943,-8714,-3478
-10201,13434,1834
-15852,-9340,-7325
-7525,4719,11273
-900,-2875,-11614
9052,-367,3541
14516,10681,2568
3790,5269,6050
-5253,4326,-450
5755,3672,-13676
10512,-1672,3499
6640,-8327,10583
179,-6584,7936
-5465,14136,5713
-15909,10762,10685
8315,14095,2250
-4467,-15688,-5803
-1366,1119,9345
-15819,-15008,15522
-426,3726,-4322
-563,3145,15667
2872,1529,3280
11044,-7631,-15567
-9531,-4618,7302
267,12525,4253
5286,-2432,3735
4806,4044,7104
-6064,9886,-89
6966,7644,-8828
5857,-4381,-15114
-7397,6195,-12521
-2062,5126,4672
6222,-2786,-6910
294,-6524,-10402
6674,8730,-10190
-6681,12076,-12632
-15062,1252,10573
-5547,-1659,13648
13630,-14085,-862
12557,2335,12896
-6736,13421,-13256
-1521,-291,-6163
6889,11963,12762
4178,-13828,6402
-16217,7172,-15398
-5267,-4744,14704
13357,15727,-12672
-13803,-3294,-12039
1799,11434,-14427
12954,5658,9858
12521,-1284,6043
8959,3890,917
15180,-14368,-14516
11500,3567,-2337
-14543,-7700,6552
-6253,15883,-7082
-11637,12044,-4287
9868,-16085,3902
-7729,2672,10843
-9882,7709,-1483
-16010,-5155,-13665
2545,-11097,-13005
-9578,-11755,12733
-2471,12024,-1259
5004,3057,5552
11381,7317,756
-9174,5659,5477
-825,-14073,-14195
-5777,2437,-7003
-2789,-7753,7952
598,-5692,-8291
7565,3448,-568
-4393,12515,-507
-4126,6259,-14894
8080,-2131,-2547
-9297,-8993,-3874
8074,11175,-9310
1456,-10954,1018
-2433,1345,-12763
5970,-11103,-5558
1618,-12168,-12009
-4932,8210,-12960
5859,-5603,15774
5869,10658,-7652
7699,6709,-10081
12027,-12022,11804
339,3846,-199
-10384,-1986,-14179
14539,-16007,-219
10347,-4192,7619
-2654,-12124,-14220
1191,3701,-12608
4213,-9740,-4772
14815,9902,-11511
-14369,7225,10235
16152,-13762,11926
14500,-13525,2848
-10300,13040,-4357
1306,811,13610
-3815,-4911,7305
-8641,8651,-10298
-8887,777,-15846
10243,5130,5894
-8953,-8128,2055
4778,7986,-5737
-1807,13491,2998
11679,12932,-10745
-4587,5675,6746
-12797,14112,14364
-8100,16113,733
-14324,11091,5209
-8856,-2041,-7032
5891,-16022,-11671
10681,14034,3198
11041,9507,9945
-5291,-1429,10859
-15740,15764,11355
-1634,-2076,-6557
-14837,-6153,-14029
3067,16294,-8550
-8107,9860,2643
-2938,4854,-8219
-13843,7417,12141
-530,-11632,12487
13951,-13957,6975
5867,-3458,11301
-13670,-3686,4668
15964,-10284,-710
-3562,7449,9909
-12149,-9968,-11657
6184,-8656,-11043
2278,-6274,-7622
5515,15664,12749
-4340,11267,-3110
12112,8050,12482
-12551,9836,-12555
10564,5173,223
-4978,13741,-12993
-14403,15312,15749
-1298,-7031,2536
-6966,10577,13609
-4818,-227,-2194
-9202,3711,-3994
-13473,-3043,-7719
-1904,-1829,5801
-11309,4702,-15620
10580,-11367,13916
-8264,12995,10789
3997,15856,9000
10651,9445,-9397
-9815,10184,-7972
3071,-11158,-5798
-8781,-1894,-8792
-2123,8269,-9789
-2107,14636,13762
6132,-9585,13829
-13967,9005,5768
-15823,12706,6058
-11467,13804,-8770
11878,-11700,-12554
4516,-16348,-3203
11664,-7777,1101
-1692,12566,5785
-6539,14280,11711
-6793,4437,7736
4321,8536,-15802
-7906,7815,-1007
-1226,-2738,13235
11320,-3679,9140
-14886,-6617,-6308
11307,8144,3875
2155,3621,1065
-8565,1755,-16096
12022,-8780,13213
9719,1395,-1007
3245,-11836,7556
-3476,3595,9193
-7618,15022,9582
4704,-5693,8181
11113,-13951,1013
-5831,4794,-10757
-3070,11895,-5487
-1705,6439,14877
-6998,-7303,-3664
896,3112,-151
385,-16322,5525
-12653,3465,-12504
6860,14517,2897
-4122,15917,-15768
-9730,865,-13107
-4784,-10194,-12378
7394,2332,-11351
8230,6097,-4577
14837,-2591,4241
-2951,-4054,-11022
-4102,10391,8538
-6968,-10848,1735
8782,-9293,6462
-5139,8433,15064
-3558,-2734,2654
-1267,14097,-16158
-11774,-141,6513
5494,7197,-4778
15716,7781,-10617
15235,963,-1854
10086,-16230,5844
-1532,7294,14131
-13653,5880,-165
-10846,-3182,-14496
-7278,8022,-7854
-13691,5241,-7497
-6976,10886,2257
7422,-5011,-13214
7906,2506,-14797
10386,11779,-2834
8106,766,-12615
3130,-9613,8354
6354,-6513,-6362
-9963,-2986,-12192
-2981,1445,-10849
5016,-8580,-8588
-6891,10774,-13176
-14983,-12216,-10474
11523,-7845,12922
-15671,7914,9712
-15406,-11032,3804
-16149,2221,-2792
6406,-3765,9092
-9147,-7400,-5991
-14237,-14638,10926
-192,-9808,7414
9261,4065,4589
-10594,15368,8464
-10747,-5392,6326
-14584,-9255,2307
15457,5110,-4393
12352,14043,759
-5400,-9963,-12709
6834,-16085,15191
-3500,-2106,8583
2396,-13890,3535
13647,2534,-1638
-3619,4353,3028
1456,7754,-5528
14155,4347,4743
-15863,-7705,-3579
-10420,4118,10119
-11998,4208,1317
-11797,-2722,5466
-375,-7073,-10069
5490,-9869,-12807
14849,-2762,-12094
-3132,-4702,6622
-3360,13620,-6407
-16217,15910,-13966
6599,-16026,-9680
14090,7477,-15689
6065,-943,-3179
-9331,10455,13050
-13511,3998,-7390
-4824,-10089,-3891
-12781,3244,12199
-965,-10388,-13365
-14401,6481,-13765
2462,6851,-5660
11390,1720,-3039
-450,-3288,637
-15255,-14016,9702
7162,9076,1295
5279,-3024,11128
-15674,-3271,4570
11123,-13191,6805
-3085,-536,3146
-8566,-398,13590
-11283,3709,-8706
7345,-5582,84
-6431,14087,4508
6621,-8597,-3094
-14566,-3855,-15824
-16333,1359,-8361
2566,7600,-9395
-10426,4963,-7258
3625,5985,-10920
-7163,-7831,-11895
-4642,-14223,3041
-14096,-14445,13368
12575,14927,8216
-1651,14174,-11513
11454,-10353,-1323
-15969,-11373,3601
15963,-12812,2833
11738,4848,-12158
688,-12499,8656
-4243,5882,11384
7906,-8499,-14163
-3401,16005,-900
8721,-3561,-13479
9086,-8611,11325
7687,-11729,-11052
7204,7798,-1404
-1296,15796,-15956
3805,1570,-12944
7593,-4592,-9975
3820,-10054,-13056
-781,10987,-952
-4047,12778,5581
-6591,11726,12399
-1635,16330,4987
14846,4446,-13096
-12065,11269,7662
-7250,-14032,-14654
-13288,10700,-13174
5300,-15977,-8599
-2362,-11230,15606
-14935,-5894,9526
37,15733,-4503
6087,10235,5073
15901,7880,8315
-4124,-7911,5726
3327,8593,-7841
-11550,11240,-5056
-5218,9173,-936
1626,8784,13888
7080,-2879,-11184
5113,-562,2076
-8725,-14460,-8472
5588,4439,13110
10998,11077,5350
-9881,-2300,801
568,-12739,-2369
-940,2965,-13484
-15775,-13898,-5415
-3987,-9733,5532
3576,5096,8855
-15047,-14115,5933
8955,-15878,-7941
6545,9671,-4177
15202,-15372,7318
-13955,-9931,4253
-12508,-9012,4635
-5303,-984,11300
4234,-6111,-292
-15282,4377,5555
-13771,150,-1513
5642,-3627,5108
695,783,-15111
-5828,13692,13198
2689,12037,-50
10433,7595,-10509
-4625,-8658,8970
-1428,-7985,-14588
1608,13563,-12542
-868,-13128,7219
-1455,-532,-2428
-5231,-15401,-13164
2572,-6732,-6731
8470,-5038,-9783
-7566,5443,-3535
-5579,13481,-7938
13455,15287,3554
2173,-3196,832
-7123,-7923,-11727
6544,-4718,15534
-9104,-944,-11961
8954,-4510,6308
-10487,7698,-2913
9442,869,-14227
-9630,9055,7488
-13452,-8727,15011
13504,2648,7366
8758,-3775,7765
-12768,-5989,8644
-4386,-3136,-6499
-5485,445,12935
11313,-12017,-2134
5346,11780,-7508
12049,-12365,2689
5672,-14658,1807
-3981,-8001,-6688
13361,3582,443
-5986,5737,-6856
-2618,14938,-5849
5213,7812,5495
-15245,-126,-3130
-9119,13529,8595
4011,-10739,-7809
4800,-10667,-10918
821,13947,-7618
1057,-5593,-11336
-2829,-139,2332
-15626,-6229,-6205
-14402,4873,10382
10513,-3020,15126
